Movie Name,Poster Image Link,Synopsis,Genre,IMDb_id,Plot Keywords,Storyline,Genre Variations
The Lure,"https://m.media-amazon.com/images/M/MV5BZjhiMDcxM2EtNjllZi00YjJhLTg4MmEtMTg2ZjY2ZmViYjM1XkEyXkFqcGdeQXVyMjYxMzY2NDk@._V1_UY209_CR1,0,140,209_AL_.jpg","    In Warsaw, a pair of mermaid sisters are adopted into a cabaret. While one seeks love with humans the other hungers to dine on the human population of the city.",Horror,tt5278832,mermaid stripping love triangle sister sister relationship 1980s ,"    One dark night, at water's edge, a family of musicians encounter aquatic sirens Silver and Golden. After assuring the family that they won't eat them up, the winsome sirens are recruited to join the Figs and Dates band at a neon-lit Warsaw dance club. When Silver becomes romantically entangled with beautiful blonde bassist Mietek, the more cunning Golden, who cannot escape her bloodthirsty nature, worries that her sister's relationship will doom their shared dream of swimming to a new life in America.",Comedy Drama Fantasy 
Appaloosa,"https://m.media-amazon.com/images/M/MV5BMTMxMDE5NDIxM15BMl5BanBnXkFtZTcwNjI0MjQ4MQ@@._V1_UY209_CR0,0,140,209_AL_.jpg",    Two friends hired to police a small town that is suffering under the rule of a rancher find their job complicated by the arrival of a young widow.,Western,tt0800308,horseback riding tooth knocked out applause train unfaithfulness ,"    1882, New Mexico Territory. Virgil Cole and Everett Hitch are itinerant lawmen, hired by desperate towns as marshal and deputy. The city fathers of Appaloosa hire them after Randall Bragg, a newly-arrived rancher with money and a gang of thugs, disrupts commerce and kills three local lawmen. Cole and Hitch contrive to arrest Bragg and bring him to trial, but hanging him proves difficult. Meanwhile, a widow has arrived in town, Allison French, pretty, refined, and good-natured. Virgil falls hard, and it seems mutual, but there may be more to Allie than meets the eye. Can friendship and skill with a gun overcome a pernicious villain and green-eyed jealousy?",Crime Drama Romance 
Out of Time,"https://m.media-amazon.com/images/M/MV5BMjAxMTMzNTI5Ml5BMl5BanBnXkFtZTcwNDAwMTQ2NA@@._V1_UX140_CR0,0,140,209_AL_.jpg",    A Florida police chief must solve a vicious double homicide before he himself falls under suspicion.,Thriller,tt0313443,cell phone wife murders husband woman murders a man shooting a woman deception ,"    Matt Whitlock, the police chief of the small town of Banyan Key, Florida, is separated from his wife, Alex, a police homicide detective in MIami. Matt's been having an affair with Ann Merai Harrison, a woman who's separated from her abusive husband, Chris, and says she has cancer, as well. When her doctor tells her of a new expensive treatment, Matt decides to give her the nearly half a million dollars in an evidence lock up that he seized from a local drug bust. When Ann and her husband turn up dead only days after naming Chief Whitlock as beneficiary on a million dollar Life insurance policy, things start heating up for Whitlock as the evidence his wife Alex is gathering stacks up against him. And as if things couldn't get worse, the D.E.A. now want the drug money a.s.a.p. Anxiety runs high for Whitlock as he scrambles to figure out who has set him up and also recover half a million dollars all while trying not to break a sweat or draw any suspicions. He's a man who is way out of ...",Crime Drama Mystery 
Atonement,"https://m.media-amazon.com/images/M/MV5BMGRiYjE0YzItMzk3Zi00ZmYwLWJjNDktYTAwYjIwMjIxYzM3XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY209_CR0,0,140,209_AL_.jpg","    Fledgling writer Briony Tallis, as a thirteen-year-old, irrevocably changes the course of several lives when she accuses her older sister's lover of a crime he did not commit.",War,tt0783233,rape false accusation sex loss of virginity miscarriage of justice ,"    SPOILER: When Briony Tallis, 13 years old and an aspiring writer, sees her older sister Cecilia and Robbie Turner at the fountain in front of the family estate she misinterprets what is happening thus setting into motion a series of misunderstandings and a childish pique that will have lasting repercussions for all of them. Robbie is the son of a family servant toward whom the family has always been kind. They paid for his time at Cambridge and now he plans on going to medical school. After the fountain incident, Briony reads a letter intended for Cecilia and concludes that Robbie is a deviant. When her cousin Lola is raped, she tells the police that it was Robbie she saw committing the deed.",Drama Mystery Romance 
Bullitt,"https://m.media-amazon.com/images/M/MV5BYTQwNjkyMzctMjY1My00Y2U0LWE5MGEtNWY4M2FhZGYwODE1XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX140_CR0,0,140,209_AL_.jpg","    An all guts, no glory San Francisco cop becomes determined to find the underworld kingpin that killed the witness in his protection.",Action,tt0062765,shoulder holster triggerman winchester shotgun shotgun airport ,"    High profile San Francisco Police Lieutenant Frank Bullitt is asked personally by ambitious Walter Chalmers, who is in town to hold a US Senate subcommittee hearing on organized crime, to guard Johnny Ross, a Chicago based mobster who is about to turn evidence against the organization at the hearing. Chalmers wants Ross' safety at all cost, or else Bullitt will pay the consequences. Bullitt and his team of Sergeant Delgetti and Detective Carl Stanton have Ross in protective custody for 48 hours over the weekend until Ross provides his testimony that upcoming Monday. Bullitt's immediate superior, Captain Samuel Bennet, gives Bullitt full authority to lead the case, no questions asked for any move Bullitt makes. When an incident occurs early during their watch, Bullitt is certain that Ross and/or Chalmers are not telling them the full story to protect Ross properly. Without telling Bennet or an incensed Chalmers, Bullitt clandestinely moves Ross while he tries to find out who is after ...",Action Crime Mystery 
When Harry Met Sally...,"https://m.media-amazon.com/images/M/MV5BMjE0ODEwNjM2NF5BMl5BanBnXkFtZTcwMjU2Mzg3NA@@._V1_UX140_CR0,0,140,209_AL_.jpg","    Harry and Sally have known each other for years, and are very good friends, but they fear sex would ruin the friendship.",Romance,tt0098635,male female friendship opposites attract 1980s fake orgasm new york ,"    Harry and Sally meet when she gives him a ride to New York after they both graduate from the University of Chicago. The film jumps through their lives as they both search for love, but fail, bumping into each other time and time again. Finally a close friendship blooms between them, and they both like having a friend of the opposite sex. But then they are confronted with the problem: ""Can a man and a woman be friends, without sex getting in the way?""",Comedy Drama Romance 
Lolita,"https://m.media-amazon.com/images/M/MV5BYjliZjQ1NGMtNjU1MS00M2RmLThkN2UtM2NlNTJjM2FjYTk1XkEyXkFqcGdeQXVyMjgyNjk3MzE@._V1_UY209_CR8,0,140,209_AL_.jpg",    A middle-aged college professor becomes infatuated with a fourteen-year-old nymphet.,Romance,tt0056193,black humor based on novel jailbait lolita professor ,"    Humbert Humbert forces a confrontation with a man, whose name he has just recently learned, in this man's home. The events that led to this standoff began four years earlier. Middle aged Humbert, a European, arrives in the United States where he has secured at job at Beardsley College in Beardsley, Ohio as a Professor of French Literature. Before he begins his post in the fall, he decides to spend the summer in the resort town of Ramsdale, New Hampshire. He is given the name of Charlotte Haze as someone who is renting a room in her home for the summer. He finds that Charlotte, widowed now for seven years, is a woman who puts on airs. Among the demonstration of those airs is throwing around the name of Clare Quilty, a television and stage script writer, who came to speak at her women's club meeting and who she implies is now a friend. Those airs also mask being lonely, especially as she is a sexually aggressive and liberated woman. Humbert considers Charlotte a proverbial ""joke"" but ...",Crime Drama Romance 
The Bourne Ultimatum,"https://m.media-amazon.com/images/M/MV5BNGNiNmU2YTMtZmU4OS00MjM0LTlmYWUtMjVlYjAzYjE2N2RjXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UY209_CR0,0,140,209_AL_.jpg",    Jason Bourne dodges a ruthless C.I.A. official and his Agents from a new assassination program while searching for the origins of his life as a trained killer.,Thriller,tt0440963,memory dark past flashback blockbuster surprise ending ,"    Bourne is once again brought out of hiding, this time inadvertently by London-based reporter Simon Ross who is trying to unveil Operation Blackbriar--an upgrade to Project Treadstone--in a series of newspaper columns. Bourne sets up a meeting with Ross and realizes instantly they're being scanned. Information from the reporter stirs a new set of memories, and Bourne must finally, ultimately, uncover his dark past whilst dodging The Company's best efforts in trying to eradicate him.",Action Mystery Thriller 
Groundhog Day,"https://m.media-amazon.com/images/M/MV5BZWIxNzM5YzQtY2FmMS00Yjc3LWI1ZjUtNGVjMjMzZTIxZTIxXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UY209_CR0,0,140,209_AL_.jpg",    A weatherman finds himself inexplicably living the same day over and over again.,Romance,tt0107048,trapped in a time loop time loop groundhog day cult film suicide ,"    A weather man is reluctantly sent to cover a story about a weather forecasting ""rat"" (as he calls it). This is his fourth year on the story, and he makes no effort to hide his frustration. On awaking the 'following' day he discovers that it's Groundhog Day again, and again, and again. First he uses this to his advantage, then comes the realisation that he is doomed to spend the rest of eternity in the same place, seeing the same people do the same thing EVERY day.",Comedy Fantasy Romance 
Ransom,"https://m.media-amazon.com/images/M/MV5BZTc0ZjNkYTktMmJmOS00OTJlLTg1NWUtMzQ5ZGMxM2NhY2M0L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY209_CR8,0,140,209_AL_.jpg","    When a multimillionaire man's son is kidnapped, he cooperates with the police at first but then turns the tables on the kidnappers when he uses the ransom money as a reward for the capture of the kidnappers.",Thriller,tt0117438,ankle holster ransom bounty millionaire police corruption ,"    Tom Mullen is a millionaire, he built his fortune by working hard. Along the way he learned how to play the game. He has a great family. One day his son is kidnapped. He is willing to pay the ransom but decides to call in the FBI, who manages to go into his home secretly. When he goes to make the drop something goes wrong. The kidnapper calls him again and reschedules it. On the way Mullen decides not to go and appears on TV saying that the ransom he was going to give to the kidnapper is now a bounty on the kidnapper.",Action Crime Thriller 
Being John Malkovich,"https://m.media-amazon.com/images/M/MV5BYmUxY2MyOTQtYjRlMi00ZWEwLTkzODctZDMxNDcyNTFhYjNjXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UY209_CR3,0,140,209_AL_.jpg",    A puppeteer discovers a portal that leads literally into the head of movie star John Malkovich.,Comedy,tt0120601,puppeteer portal body swap body switching magical realism ,"    Puppeteer Craig Schwartz and animal lover and pet store clerk Lotte Schwartz are just going through the motions of their marriage. Despite not being able to earn a living solely through puppeteering, Craig loves his profession as it allows him to inhabit the skin of others. He begins to take the ability to inhabit the skin of others to the next level when he is forced to take a job as a file clerk for the off-kilter LesterCorp, located on the five-foot tall 7½ floor of a Manhattan office building. Behind one of the filing cabinets in his work area, Craig finds a hidden door which he learns is a portal into the mind of John Malkovich, the visit through the portal which lasts fifteen minutes after which the person is spit into a ditch next to the New Jersey Turnpike. Craig is fascinated by the meaning of life associated with this finding. Lotte's trips through the portal make her evaluate her own self. And the confident Maxine Lund, one of Craig's co-workers who he tells about the ...",Comedy Drama Fantasy 
